EnrollmentID,StudentID,SectionID,StudyHours,Absences
21641,14968,451,10.0,2
21642,10434,381,12.0,2
21643,14166,267,8.8,1
21644,14747,235,12.7,3
21645,13483,384,8.7,1
21646,12885,124,13.0,1
21647,12639,60,8.0,2
21648,13878,10,17.0,3
21649,11616,459,9.8,1
21650,13809,16,11.9,2
21651,10227,84,13.9,3
21652,10536,426,9.8,5
21653,11123,172,11.0,2
21654,14366,147,10.4,2
21655,13535,457,16.5,2
21656,10659,100,15.1,6
21657,13108,271,8.0,3
21658,12322,215,7.0,1
21659,11167,85,11.7,3
21660,14992,39,10.5,6
21661,11972,5,14.9,2
21662,10017,499,11.3,2
21663,11904,86,10.2,5
21664,11613,287,7.3,3
21665,13707,207,8.7,1
21666,10436,412,8.0,2
21667,14072,38,9.0,6
21668,13456,256,9.0,6
21669,12005,180,8.9,4
21670,14954,399,10.1,4
21671,12734,497,11.8,2
21672,10263,19,13.0,2
21673,12442,163,12.4,2
21674,10808,466,5.8,1
21675,12513,202,6.4,4
21676,10358,271,9.0,2
21677,12402,370,6.7,3
21678,11275,88,11.3,1
21679,14472,175,9.9,0
21680,10989,440,10.4,1
21681,10018,243,13.9,3
21682,11739,148,9.0,2
21683,12764,485,6.7,3
21684,12998,459,9.4,4
21685,10914,265,3.7,5
21686,10566,5,9.6,1
21687,12913,139,2.6,4
21688,11353,374,10.1,0
21689,11472,103,13.4,6
21690,13164,347,11.6,3
21691,10612,258,11.0,3
21692,11063,180,11.6,3
21693,10436,246,7.8,0
21694,10648,148,3.9,2
21695,12410,21,6.3,4
21696,14018,307,11.8,6
21697,12610,498,13.0,2
21698,10083,158,14.0,2
21699,11790,176,6.1,2
21700,11051,257,13.6,7
21701,13839,419,6.2,4
21702,14117,410,11.3,3
21703,12742,480,11.7,3
21704,10798,265,8.0,1
21705,12527,113,12.4,1
21706,14752,168,3.4,6
21707,10763,21,7.0,5
21708,10618,80,7.7,3
21709,13881,396,12.0,6
21710,14807,228,11.9,3
21711,14433,37,10.7,2
21712,13864,91,10.6,3
21713,13687,327,13.8,1
21714,10768,478,8.9,3
21715,13186,152,8.7,1
21716,11021,178,9.5,2
21717,13494,182,7.0,4
21718,11078,478,11.9,3
21719,13260,468,6.3,3
21720,13611,110,9.5,3
21721,11776,360,12.7,4
21722,12879,109,9.2,5
21723,11891,156,6.9,3
21724,11627,260,11.0,3
21725,13619,396,12.2,4
21726,14285,67,11.4,4
21727,11572,421,11.5,2
21728,14966,260,7.9,2
21729,13676,271,16.6,3
21730,11592,412,13.1,0
21731,12627,37,8.0,2
21732,11193,393,10.7,6
21733,14774,270,10.7,4
21734,14248,123,10.5,4
21735,11129,224,11.3,4
21736,13439,496,10.0,2
21737,11116,195,11.8,3
21738,14809,367,12.6,1
21739,14901,382,11.2,4
21740,11909,82,8.1,5
21741,14528,50,13.5,6
21742,13753,78,9.8,1
21743,11329,25,10.6,4
21744,14124,295,8.8,5
21745,11312,26,13.9,2
21746,14451,60,8.3,3
21747,14039,308,9.7,2
21748,11863,70,17.5,8
21749,12005,154,4.6,3
21750,13616,48,7.4,5
21751,12726,54,13.3,1
21752,12184,371,10.4,4
21753,10154,425,11.7,2
21754,10816,372,6.0,8
21755,11120,385,9.4,3
21756,13269,114,9.6,5
21757,12156,277,10.0,7
21758,11210,462,10.3,2
21759,10454,110,3.6,4
21760,11107,72,9.6,3
21761,12797,409,14.5,2
21762,14545,497,9.2,3
21763,14417,18,7.2,2
21764,14374,15,8.2,1
21765,12660,42,13.6,1
21766,11038,20,2.4,2
21767,13334,16,11.9,4
21768,10414,135,11.1,0
21769,12542,221,7.6,0
21770,14143,95,19.1,4
21771,11940,93,12.8,8
21772,10656,81,10.6,1
21773,14045,389,13.5,2
21774,12480,402,11.8,6
21775,13862,78,11.2,4
21776,11348,351,10.6,0
21777,11317,498,8.4,3
21778,13607,146,13.1,1
21779,13839,320,9.7,3
21780,14059,495,13.5,2
21781,10316,409,13.4,2
21782,10221,459,12.9,2
21783,12262,26,8.7,0
21784,10845,197,7.5,5
21785,11515,144,9.9,2
21786,11109,447,10.0,0
21787,11731,456,8.8,7
21788,13186,77,13.1,2
21789,11239,314,12.8,3
21790,12925,352,12.3,1
21791,11191,411,14.3,5
21792,14383,433,10.7,3
21793,13567,474,6.8,3
21794,12432,201,14.2,2
21795,12895,303,11.4,3
21796,11457,327,13.4,6
21797,11110,123,11.4,5
21798,11931,178,8.3,2
21799,13117,302,6.4,4
21800,10623,8,12.9,2
21801,12338,2,8.8,3
21802,11931,146,13.2,0
21803,12745,36,4.0,4
21804,11259,88,12.0,1
21805,14502,119,11.8,2
21806,11969,482,14.9,3
21807,13296,42,8.8,1
21808,12024,358,9.9,2
21809,10877,139,14.8,7
21810,12245,59,14.2,2
21811,12527,180,8.4,3
21812,13590,202,7.0,3
21813,14404,221,10.4,6
21814,10345,49,13.1,4
21815,13673,440,12.1,2
21816,13069,360,9.7,5
21817,11914,454,16.6,3
21818,12446,240,9.1,2
21819,10785,128,11.3,3
21820,11488,330,6.6,3
21821,14892,286,8.0,2
21822,13849,439,10.1,3
21823,10450,28,11.7,3
21824,11428,93,3.6,8
21825,12596,179,7.7,2
21826,12277,217,3.5,3
21827,10244,484,5.1,5
21828,12113,27,14.7,3
21829,13309,127,8.0,0
21830,10946,98,16.8,5
21831,11027,308,6.2,0
21832,11524,418,12.5,1
21833,13109,416,10.8,2
21834,13693,300,10.2,3
21835,13050,388,5.8,1
21836,13322,48,8.8,1
21837,13307,354,10.0,1
21838,14239,272,9.0,3
21839,10061,188,11.3,3
21840,14175,303,8.6,3
21841,13399,110,8.6,4
21842,12415,331,10.0,2
21843,13779,15,12.9,3
21844,13607,102,16.2,0
21845,10390,94,7.9,2
21846,14617,184,3.3,0
21847,11676,219,12.5,2
21848,11778,400,14.0,1
21849,10253,129,6.3,3
21850,13167,153,13.9,5
21851,11715,320,11.9,3
21852,12051,92,6.5,3
21853,10696,43,2.0,2
21854,12094,270,8.0,2
21855,14749,482,13.3,3
21856,12573,248,8.4,4
21857,11506,432,10.3,3
21858,13669,68,4.9,2
21859,14514,270,12.5,3
21860,12744,208,9.0,2
21861,14655,399,12.9,2
21862,13278,226,6.6,4
21863,11299,205,4.8,4
21864,14691,145,12.7,2
21865,13251,92,12.3,2
21866,12915,436,8.1,3
21867,13869,138,17.3,2
21868,12265,495,10.7,4
21869,13793,17,9.7,3
21870,12881,392,11.4,4
21871,12854,2,11.5,4
21872,13708,440,13.4,1
21873,12829,250,8.2,4
21874,10216,321,10.4,3
21875,14566,439,9.6,5
21876,10180,119,10.6,4
21877,12687,197,14.9,3
21878,10377,355,9.5,4
21879,12729,214,9.5,1
21880,11828,107,10.0,2
21881,13227,208,9.6,3
21882,12328,117,9.5,1
21883,11503,457,11.1,2
21884,14945,420,10.2,4
21885,10753,9,10.7,8
21886,13170,142,11.9,3
21887,10250,330,12.6,2
21888,12821,22,13.0,5
21889,14737,272,12.9,3
21890,10890,169,11.7,3
21891,14867,195,6.5,4
21892,14003,412,8.0,2
21893,13724,94,8.8,2
21894,13087,413,9.6,2
21895,12744,193,7.9,2
21896,14577,412,7.6,4
21897,11757,342,5.9,7
21898,12623,288,9.0,3
21899,11777,180,10.3,4
21900,14581,267,9.2,3
21901,13405,410,9.1,6
21902,12075,415,10.7,3
21903,13097,20,11.7,6
21904,11086,340,10.7,2
21905,13730,225,11.1,3
21906,14329,453,12.2,2
21907,11488,169,8.5,3
21908,10349,323,13.3,5
21909,10414,44,8.5,1
21910,12454,498,9.0,3
21911,13453,188,3.2,2
21912,12564,482,8.4,7
21913,11010,95,6.0,3
21914,14383,362,13.5,1
21915,10782,135,12.6,3
21916,13080,94,8.2,1
21917,14453,54,8.7,4
21918,12629,447,5.6,3
21919,13976,82,7.5,5
21920,12187,464,11.6,3
21921,13320,269,13.7,6
21922,11207,289,9.7,3
21923,13797,135,10.2,1
21924,14519,158,10.3,4
21925,14493,267,8.4,2
21926,10305,326,10.8,4
21927,13455,277,9.1,4
21928,12274,288,11.9,4
21929,10851,133,9.8,3
21930,10495,362,5.6,3
21931,13556,349,11.5,3
21932,12675,35,10.4,4
21933,13431,251,8.6,3
21934,13150,47,9.9,0
21935,13348,268,7.2,3
21936,13950,293,6.8,5
21937,10505,494,8.8,2
21938,14703,44,10.9,5
21939,12655,278,11.2,3
21940,13407,139,6.5,4
21941,13518,343,10.0,4
21942,12705,311,6.7,5
21943,13765,237,10.2,2
21944,11580,266,9.4,1
21945,11762,170,10.5,1
21946,14133,216,7.8,4
21947,10314,117,13.8,3
21948,14316,238,15.8,2
21949,12688,256,9.2,5
21950,11719,244,7.8,2
21951,14500,336,6.7,5
21952,13627,332,6.1,5
21953,14575,439,13.0,1
21954,10824,434,8.5,2
21955,14316,416,5.9,6
21956,12415,88,6.5,2
21957,14780,452,6.2,3
21958,13821,234,13.8,5
21959,11970,97,14.3,3
21960,13104,18,9.3,2
21961,13067,111,8.9,1
21962,11760,209,3.7,3
21963,13126,341,5.7,4
21964,14053,65,7.3,5
21965,12282,123,11.7,4
21966,14925,238,17.1,0
21967,14839,364,12.2,4
21968,13035,409,9.5,1
21969,11124,123,10.4,1
21970,11235,287,10.3,2
21971,10675,491,9.0,3
21972,12703,468,9.5,2
21973,12306,218,4.8,2
21974,11269,403,7.7,5
21975,13222,222,8.7,0
21976,14720,345,6.6,3
21977,14195,484,10.6,4
21978,13795,113,11.6,2
21979,14079,18,13.8,2
21980,12060,452,8.7,5
21981,11250,219,4.3,2
21982,14030,161,14.8,0
21983,12861,70,7.0,4
21984,13514,7,16.1,2
21985,13220,1,14.6,2
21986,10179,358,8.9,3
21987,12200,99,9.0,1
21988,14931,87,6.3,1
21989,14678,80,3.0,3
21990,14292,315,11.5,4
21991,12530,34,9.5,1
21992,12256,226,13.3,3
21993,10936,479,13.8,4
21994,10957,491,4.6,3
21995,12474,223,10.1,1
21996,11086,180,16.4,1
21997,14663,395,6.9,3
21998,13435,8,13.4,4
21999,12666,243,11.0,3
22000,12993,88,10.8,3
22001,11102,471,9.7,2
22002,14983,480,6.1,1
22003,12977,309,5.1,4
22004,10284,143,8.0,7
22005,14472,28,6.6,3
22006,13791,468,11.5,0
22007,12820,142,16.2,1
22008,10788,90,14.5,0
22009,14469,186,8.4,2
22010,10857,498,13.4,1
22011,11699,313,12.5,5
22012,12681,180,10.6,2
22013,12134,37,15.0,8
22014,14195,2,4.5,4
22015,12422,418,7.9,2
22016,12806,34,12.4,3
22017,13932,314,10.9,5
22018,10625,226,8.0,4
22019,14179,73,5.9,7
22020,11601,445,5.5,2
22021,10001,364,9.6,3
22022,14782,373,12.1,4
22023,14346,438,13.9,2
22024,14506,116,6.8,2
22025,11410,114,9.1,1
22026,13868,451,7.1,5
22027,14586,30,11.3,5
22028,12971,83,11.7,5
22029,12588,479,7.3,3
22030,10799,208,6.0,4
22031,10943,107,15.3,4
22032,13463,315,10.1,2
22033,11328,186,10.3,2
22034,10695,376,6.4,3
22035,13417,152,9.5,0
22036,14231,399,7.9,0
22037,10186,150,8.2,2
22038,10478,160,7.1,3
22039,14097,75,13.4,2
22040,12898,349,7.9,4
22041,13016,170,12.6,5
22042,13816,187,6.3,1
22043,11686,344,14.2,4
22044,10992,339,10.5,2
22045,12750,311,12.0,2
22046,14366,389,4.9,3
22047,12946,494,11.9,2
22048,13399,169,16.5,2
22049,10195,313,10.5,1
22050,12303,53,17.7,4
22051,10079,422,4.6,1
22052,13947,257,7.1,5
22053,11122,60,11.3,0
22054,13222,222,7.1,2
22055,10786,76,16.5,2
22056,12862,46,6.8,2
22057,10447,260,12.2,0
22058,14219,15,7.9,1
22059,12724,337,4.1,2
22060,11582,116,9.6,6
22061,10359,12,8.9,3
22062,12287,1,11.2,2
22063,11766,77,12.5,3
22064,10805,30,7.8,1
22065,12731,202,12.6,1
22066,14765,484,10.1,5
22067,14063,390,7.5,2
22068,10143,329,7.9,0
22069,12235,50,10.1,1
22070,13560,130,11.3,4
22071,12170,6,9.6,3
22072,13422,75,9.3,1
22073,11124,346,7.7,1
22074,10284,348,10.2,2
22075,10384,333,10.7,4
22076,11579,166,15.8,3
22077,13873,332,7.1,1
22078,12946,339,13.8,4
22079,14283,274,12.2,2
22080,10624,403,9.6,2
22081,10545,156,15.6,2
22082,10914,268,9.7,4
22083,12138,480,10.8,5
22084,12544,308,8.9,3
22085,13733,205,12.0,5
22086,13996,244,10.0,0
22087,11748,87,7.3,1
22088,12164,100,11.2,5
22089,11044,186,14.8,4
22090,12180,222,8.2,4
22091,11316,278,12.6,5
22092,11378,358,8.2,1
22093,13309,173,11.2,4
22094,10223,318,11.6,1
22095,14532,42,13.7,7
22096,14423,67,7.6,1
22097,12154,393,9.4,3
22098,12700,192,8.3,3
22099,13321,143,12.1,3
22100,10567,414,11.9,1
22101,12043,154,10.6,2
22102,10630,94,9.8,5
22103,12736,197,12.7,3
22104,12518,378,6.2,5
22105,10725,95,10.4,5
22106,14361,383,13.1,1
22107,14049,249,5.9,2
22108,12899,22,8.8,5
22109,11465,54,8.6,3
22110,11308,489,8.8,4
22111,11955,125,15.3,6
22112,14795,314,3.7,4
22113,10154,207,8.6,1
22114,13512,493,11.6,1
22115,14067,181,12.4,4
22116,10811,355,13.2,2
22117,10151,275,5.7,6
22118,12223,162,13.6,3
22119,11079,466,13.3,4
22120,10779,398,7.7,6
22121,14250,278,7.3,2
22122,13969,472,6.4,5
22123,14597,141,3.3,6
22124,12554,123,16.0,4
22125,14245,192,10.2,4
22126,14104,56,4.6,1
22127,14689,456,3.2,4
22128,14565,298,7.0,1
22129,14547,247,8.6,0
22130,13679,322,12.1,8
22131,14224,191,13.1,1
22132,13706,170,10.8,3
22133,13359,219,10.2,3
22134,10853,34,10.8,2
22135,14183,285,13.7,3
22136,13966,410,10.2,2
22137,14630,407,11.4,2
22138,13324,36,6.5,3
22139,14920,374,10.6,3
22140,14475,265,8.5,4
22141,10456,341,11.1,3
22142,14414,298,8.9,2
22143,10230,228,11.1,1
22144,14604,67,7.6,1
22145,14886,7,6.9,3
22146,13478,23,7.5,4
22147,13359,416,7.7,2
22148,10760,23,10.9,2
22149,11791,272,12.3,4
22150,14542,69,10.4,2
22151,11367,13,10.3,4
22152,10325,266,10.3,4
22153,10877,248,13.2,2
22154,10167,59,6.8,4
22155,13665,258,10.7,2
22156,10581,208,10.5,4
22157,14935,436,12.6,1
22158,11800,129,7.6,2
22159,11110,198,14.7,2
22160,13628,310,9.7,5
22161,12854,275,6.3,3
22162,11173,97,8.4,3
22163,10772,28,12.1,4
22164,10928,133,9.4,2
22165,12909,332,7.9,1
22166,10606,414,14.1,2
22167,13907,465,11.7,3
22168,14101,275,9.3,2
22169,14095,104,10.7,2
22170,11002,42,12.7,2
22171,13974,153,13.5,5
22172,10414,291,8.3,3
22173,14811,9,12.3,1
22174,12015,224,15.7,4
22175,11488,39,8.1,2
22176,10783,440,11.2,6
22177,10527,38,11.4,4
22178,10001,271,9.5,4
22179,10271,109,7.4,5
22180,12532,430,7.4,5
22181,11072,421,9.4,2
22182,10694,346,7.5,2
22183,12888,381,5.8,2
22184,13579,60,6.3,2
22185,11996,62,8.4,1
22186,13578,31,9.5,2
22187,11710,30,8.2,1
22188,12100,66,7.3,3
22189,10470,263,13.0,6
22190,12291,158,6.7,1
22191,10337,161,10.1,0
22192,10756,368,13.6,4
22193,12602,359,10.4,1
22194,11720,111,16.8,3
22195,12100,38,11.5,1
22196,10413,212,9.3,6
22197,13613,403,8.6,1
22198,13281,137,12.1,4
22199,14104,342,11.8,4
22200,12994,416,11.5,3
22201,13463,158,8.0,5
22202,10247,134,9.1,4
22203,13779,189,5.8,2
22204,10412,465,9.7,4
22205,13368,165,11.1,2
22206,14331,79,8.0,3
22207,12690,252,8.9,3
22208,10588,455,9.1,3
22209,11469,206,11.0,2
22210,10233,148,6.5,4
22211,11887,286,8.3,4
22212,10310,18,6.1,8
22213,10944,191,9.1,3
22214,10908,445,11.0,6
22215,12749,185,11.5,5
22216,12526,406,11.8,3
22217,11601,217,8.6,2
22218,12100,88,13.1,3
22219,10546,95,15.6,3
22220,12349,433,9.3,0
22221,13824,274,10.3,3
22222,12689,482,9.2,7
22223,13315,61,8.9,5
22224,14452,82,8.0,5
22225,14931,78,11.5,0
22226,14973,196,13.4,3
22227,11842,391,6.1,1
22228,11637,391,11.8,3
22229,11676,321,7.5,2
22230,14833,40,11.1,3
22231,11791,372,11.0,3
22232,13145,24,11.5,4
22233,13521,160,10.9,3
22234,11842,266,9.1,5
22235,10156,137,9.5,3
22236,10934,39,14.1,5
22237,10576,387,10.3,2
22238,11334,108,11.8,2
22239,13108,227,9.2,1
22240,14344,69,9.9,2
22241,11452,263,13.1,2
22242,14549,396,7.2,2
22243,10940,279,10.0,3
22244,13460,345,9.5,2
22245,11094,447,13.6,3
22246,13942,17,15.0,3
22247,12502,334,12.2,2
22248,14363,227,14.3,2
22249,11462,192,7.0,3
22250,12414,321,1.9,3
22251,13774,342,11.3,0
22252,11211,28,12.4,2
22253,13299,314,8.9,3
22254,10061,215,8.3,4
22255,12216,18,11.0,2
22256,14251,110,14.2,4
22257,12832,121,11.0,0
22258,14818,493,12.8,3
22259,14103,300,12.6,3
22260,14619,64,11.6,2
22261,10251,37,13.6,5
22262,11600,3,8.2,2
22263,12168,270,8.2,9
22264,13141,487,8.3,4
22265,11286,135,10.8,2
22266,11788,401,14.0,4
22267,11469,454,12.1,4
22268,14034,495,2.4,5
22269,11503,83,19.1,5
22270,11255,207,11.5,3
22271,14320,167,13.8,2
22272,14815,133,11.5,1
22273,12901,79,6.1,7
22274,13438,308,11.8,3
22275,10028,109,6.6,0
22276,10901,26,11.2,4
22277,10849,167,11.7,6
22278,10101,173,13.2,2
22279,12106,333,9.0,3
22280,14511,31,3.0,3
22281,13241,461,9.5,3
22282,13318,151,12.2,1
22283,11489,40,10.4,2
22284,11454,288,10.1,3
22285,11802,357,9.1,0
22286,14517,260,12.6,2
22287,14117,81,14.7,0
22288,14732,340,9.7,2
22289,13441,174,12.6,3
22290,14560,75,13.1,2
22291,11516,42,7.8,3
22292,13922,97,7.6,3
22293,13167,167,13.5,0
22294,10024,198,8.0,1
22295,10396,103,9.4,4
22296,11428,440,11.4,3
22297,13205,47,7.4,2
22298,11014,166,9.7,2
22299,14518,18,11.2,1
22300,14227,2,4.6,1
22301,10420,105,10.5,6
22302,13350,102,6.0,5
22303,13966,182,8.8,2
22304,14871,209,9.7,2
22305,11427,344,3.8,2
22306,14271,414,9.0,2
22307,10464,491,5.8,3
22308,10390,216,5.7,3
22309,10136,260,10.0,1
22310,12457,7,13.1,1
22311,12272,207,12.4,2
22312,10601,57,8.0,4
22313,10619,30,6.6,3
22314,11577,251,9.5,2
22315,13770,221,12.4,5
22316,12926,241,11.4,3
22317,10009,172,7.0,2
22318,11204,493,8.7,1
22319,11722,245,7.7,5
22320,10594,205,1.8,5
22321,13761,488,13.3,3
22322,10606,231,11.7,2
22323,11470,413,14.5,3
22324,11696,346,14.1,3
22325,11307,36,10.5,4
22326,11688,99,13.1,6
22327,13984,369,9.3,5
22328,13727,432,11.0,2
22329,11049,403,8.4,3
22330,11736,447,10.1,2
22331,14329,258,11.8,1
22332,13360,142,12.0,4
22333,10685,208,3.1,3
22334,12339,113,12.6,1
22335,10949,100,6.4,2
22336,13431,104,8.4,3
22337,12672,489,4.7,5
22338,10305,479,8.1,3
22339,12398,240,14.2,4
22340,12001,368,11.1,1
22341,12527,241,10.4,1
22342,14226,291,15.8,3
22343,10187,470,7.9,1
22344,11565,149,10.7,7
22345,11910,220,13.6,3
22346,12283,401,12.7,2
22347,10278,498,12.0,3
22348,11483,82,13.4,5
22349,14883,288,12.7,2
22350,11878,151,11.9,2
22351,14461,134,6.4,8
22352,14564,285,10.2,2
22353,11649,319,13.2,1
22354,11925,454,8.0,2
22355,12699,225,7.9,1
22356,13800,125,10.2,3
22357,11298,496,13.2,2
22358,11352,96,7.6,4
22359,12909,337,7.8,4
22360,12232,388,4.5,8
22361,12029,240,7.6,1
22362,11218,314,12.4,3
22363,10272,415,7.6,2
22364,11324,406,6.8,2
22365,12244,411,8.9,4
22366,12953,374,8.9,6
22367,10331,85,12.4,3
22368,13558,84,6.3,3
22369,12668,482,5.2,2
22370,12547,343,13.4,0
22371,13472,492,11.5,5
22372,11828,272,6.4,1
22373,11836,6,13.4,3
22374,12129,464,4.0,0
22375,14957,7,12.8,5
22376,13937,14,13.4,5
22377,12174,3,14.6,3
22378,13710,225,6.4,3
22379,10130,305,9.9,6
22380,11559,500,5.6,2
22381,12262,292,14.3,2
22382,13201,487,12.0,5
22383,13725,285,10.3,2
22384,13534,487,7.7,2
22385,11804,388,9.3,2
22386,13129,487,10.1,8
22387,14694,168,13.6,3
22388,10615,425,12.1,3
22389,13411,406,9.0,3
22390,14519,463,7.6,2
22391,12382,132,11.4,4
22392,11865,466,12.5,2
22393,11953,121,13.2,2
22394,10688,236,7.4,3
22395,13928,23,9.0,4
22396,14243,102,12.1,3
22397,13508,132,8.2,4
22398,12060,452,10.8,0
22399,12909,274,10.4,4
22400,13305,1,8.1,2
22401,12210,32,14.1,1
22402,11618,149,9.9,3
22403,14043,166,7.8,5
22404,11900,410,12.8,3
22405,12035,297,14.9,5
22406,13572,177,10.2,4
22407,13974,341,7.6,1
22408,12953,491,5.9,1
22409,14648,93,9.8,2
22410,10726,117,17.4,1
22411,13504,425,11.6,6
22412,13528,491,7.9,1
22413,11178,96,9.4,1
22414,14086,59,7.5,2
22415,13410,388,10.9,3
22416,12341,141,5.3,2
22417,12484,317,11.1,4
22418,14262,51,10.0,3
22419,13042,419,14.7,4
22420,13524,255,11.6,3
22421,14880,91,13.0,4
22422,11560,321,12.2,5
22423,10401,305,10.6,5
22424,14211,177,11.8,6
22425,14447,103,10.7,4
22426,13332,142,6.5,0
22427,12866,421,11.7,4
22428,14972,30,9.4,2
22429,11250,142,15.0,1
22430,10614,203,7.6,1
22431,14227,223,5.9,4
22432,11955,348,12.4,2
22433,14277,411,2.8,3
22434,10349,318,12.8,3
22435,12519,3,12.9,3
22436,10161,454,9.0,5
22437,10114,39,9.2,0
22438,11486,275,6.8,3
22439,11629,361,7.8,6
22440,14239,98,10.7,3
22441,13684,476,11.8,0
22442,12499,460,8.9,5
22443,11996,128,8.7,2
22444,12110,167,10.6,1
22445,10596,266,12.3,2
22446,10940,500,10.3,3
22447,11300,431,11.3,2
22448,13751,384,9.4,2
22449,11153,345,4.4,2
22450,14460,151,12.6,1
22451,12095,248,3.0,1
22452,13017,59,7.0,1
22453,11398,218,10.5,4
22454,12870,83,8.0,3
22455,14756,102,10.2,3
22456,11161,148,14.1,1
22457,10796,429,5.2,5
22458,14131,244,10.6,4
22459,12918,300,5.0,3
22460,12540,274,9.2,3
22461,14354,48,7.8,4
22462,12435,331,5.5,2
22463,14366,250,13.9,3
22464,12001,217,10.9,3
22465,13119,235,14.1,2
22466,12742,1,7.6,4
22467,10954,416,13.2,4
22468,11726,97,11.4,2
22469,11511,448,6.0,6
22470,11587,263,6.8,3
22471,11742,351,6.7,1
22472,12459,90,10.8,4
22473,12893,199,10.7,1
22474,11975,100,14.5,1
22475,11393,430,7.1,3
22476,13338,152,11.4,2
22477,12833,69,10.6,4
22478,10790,214,7.7,4
22479,10300,108,12.3,3
22480,13851,164,9.0,1
22481,11322,451,10.4,4
22482,14470,306,10.4,4
22483,12110,248,8.1,6
22484,12386,443,11.2,2
22485,13447,485,11.7,1
22486,14570,442,13.3,3
22487,14208,486,9.0,3
22488,10619,302,9.4,1
22489,14891,198,6.5,5
22490,10883,500,8.4,1
22491,11704,473,7.7,3
22492,12796,279,10.7,2
22493,12420,12,12.2,4
22494,14692,156,13.1,2
22495,13829,186,13.5,4
22496,10508,236,11.8,2
22497,12036,317,9.9,3
22498,11418,488,5.5,2
22499,12861,224,11.4,5
22500,13580,439,7.2,3
22501,12386,500,9.2,4
22502,11287,473,9.6,3
22503,10926,34,7.3,3
22504,10229,350,7.6,0
22505,11769,101,10.2,3
22506,12422,254,9.4,5
22507,14913,274,9.3,2
22508,13257,376,7.8,3
22509,14965,163,12.9,9
22510,14543,432,5.3,1
22511,13153,37,16.1,1
22512,14894,297,10.0,3
22513,11234,390,8.0,6
22514,13036,211,5.3,6
22515,12597,384,6.5,1
22516,11310,86,10.6,6
22517,10469,480,8.7,1
22518,12417,91,5.9,4
22519,13796,251,6.1,4
22520,10854,208,8.0,6
22521,11124,474,8.6,1
22522,11621,295,12.2,4
22523,13032,260,8.3,3
22524,14821,400,17.5,3
22525,13975,308,10.6,4
22526,13030,113,12.0,3
22527,11471,275,13.5,3
22528,12462,92,5.8,4
22529,10093,377,8.2,4
22530,11277,273,9.2,2
22531,13722,173,13.4,1
22532,14657,130,9.9,5
22533,11657,386,10.3,2
22534,13111,88,12.6,3
22535,14642,246,12.6,1
22536,13430,55,14.6,1
22537,14874,347,5.6,3
22538,10188,4,8.2,2
22539,14704,496,8.8,1
22540,14771,379,7.5,1
22541,12346,356,11.2,3
22542,11104,468,12.0,5
22543,12227,396,4.6,2
22544,11281,438,11.9,7
22545,14314,476,7.9,5
22546,14094,316,10.1,3
22547,12315,29,7.3,6
22548,11341,189,12.4,5
22549,10591,500,7.3,1
22550,10679,46,9.9,3
22551,10616,97,11.7,3
22552,10850,49,10.9,3
22553,12008,120,7.5,5
22554,14823,146,9.7,4
22555,14171,332,9.8,7
22556,12785,249,12.0,4
22557,10336,74,9.4,9
22558,10804,408,9.2,4
22559,14951,495,9.2,1
22560,10363,273,5.7,4
22561,12022,107,12.7,3
22562,12570,352,13.5,5
22563,13031,184,14.6,3
22564,12076,345,11.3,5
22565,13387,308,6.4,4
22566,10905,71,4.2,3
22567,14459,20,10.9,3
22568,12086,157,7.9,2
22569,12712,339,8.9,2
22570,13705,459,9.4,4
22571,10144,225,10.8,1
22572,13650,178,8.5,3
22573,13269,375,12.2,6
22574,11070,118,7.8,2
22575,12186,399,9.2,3
22576,12538,159,12.1,4
22577,14437,13,9.0,4
22578,10302,56,14.1,4
22579,12166,240,7.8,3
22580,11761,275,13.1,2
22581,14247,326,6.3,1
22582,12655,412,8.6,0
22583,14868,406,12.3,4
22584,11449,156,15.2,1
22585,10632,80,11.5,6
22586,10362,114,12.3,3
22587,14192,33,11.6,6
22588,14388,114,9.4,1
22589,12075,489,2.9,4
22590,14401,429,7.6,0
22591,12771,432,8.2,1
22592,12918,371,7.1,3
22593,10769,63,5.5,2
22594,10986,26,14.9,4
22595,10205,87,8.1,2
22596,10867,257,5.9,4
22597,12626,446,18.7,2
22598,10662,93,13.0,4
22599,10679,200,7.2,4
22600,10300,362,7.5,3
22601,10258,487,6.0,3
22602,12763,387,5.6,4
22603,10240,205,7.7,3
22604,13301,84,11.5,3
22605,13546,107,14.1,4
22606,12266,247,13.6,3
22607,12513,372,13.7,7
22608,14291,5,9.6,2
22609,14452,429,11.8,3
22610,14661,268,11.1,6
22611,14404,304,10.1,3
22612,10409,465,13.6,3
22613,10521,14,12.1,3
22614,12533,309,10.6,0
22615,13885,218,7.7,7
22616,11877,478,13.9,2
22617,12742,234,6.2,3
22618,13533,45,5.7,4
22619,10651,160,3.2,3
22620,12845,158,9.8,0
22621,12159,268,11.1,4
22622,12652,100,6.3,3
22623,12268,83,9.9,3
22624,11029,44,13.3,3
22625,11556,153,11.9,1
22626,14765,481,8.3,4
22627,10513,170,12.4,5
22628,11236,21,13.1,2
22629,10119,250,13.3,2
22630,14481,189,12.0,3
22631,10260,322,5.5,3
22632,11199,357,14.7,1
22633,12150,21,10.8,3
22634,12433,282,8.6,2
22635,10960,160,12.9,2
22636,12949,219,9.3,2
22637,10566,17,1.5,3
22638,14103,4,13.4,4
